latitude;longitude;penggunaan_bbm;tingkat_kemacetan;risiko_pengiriman
3.500.096.987.616.510;-7.011.466.299.838.500;5.000.761.734.046.140;7.682.531.860.871.530;27.970.606.477.847.800
30.008.896.185.475.700;-8.287.934.775.062.230;7.181.518.058.279.380;7.860.603.225.907.630;6.427.956.871.502.420
4.906.035.527.921.330;-8.910.935.438.512.340;7.746.959.276.056.520;9.296.885.666.067.650;9.995.770.294.634.060
3.015.555.018.758.870;-9.367.762.461.323.000;918.176.448.864.463;5.114.027.641.828.970;9.376.173.240.441.320
3.330.760.726.916.250;-10.682.955.498.882.100;17.298.237.681.240.200;0.8310156920739421;5.628.113.808.962.660
34.368.760.363.564.500;-7.297.097.956.912.430;6.607.429.675.885.500;28.974.701.318.693.800;0.19751726868645836
4.225.957.751.486.470;-799.230.008.389.207;5.000.088.525.225.420;0.26304947773564025;9.537.544.906.332.630
3.382.321.838.962.540;-9.192.011.573.028.370;50.000.050.635.009.100;0.03228466932706306;39.089.564.265.122.200
30.050.991.904.793.700;-8.100.619.642.244.570;16.657.573.653.262.000;9.634.684.352.540.050;8.242.156.172.191.630
3.697.901.439.541.420;-11.936.054.860.470.000;14.104.634.420.102.300;9.971.627.653.895.370;12.688.350.638.306.200
30.283.264.289.995.500;-11.996.607.438.209.100;5.000.055.238.312.120;17.075.640.121.258.800;9.790.568.608.747.780
4.374.192.271.140.010;-8.026.964.865.415.240;828.471.291.872.863;0.00842448435342282;9.766.940.699.542.450
33.206.650.850.047.000;-11.401.265.845.109.700;6.240.660.765.943.050;9.986.220.905.369.720;9.754.342.981.362.670
30.007.539.833.311.800;-10.026.234.947.295.600;619.235.990.949.606;3.077.156.501.577.020;17.166.354.022.781.800
3.233.415.844.303.700;-7.489.521.594.839.450;7.083.023.855.640.680;9.750.772.603.167.400;9.190.504.288.066.030
30.119.713.388.155.700;-7.336.902.651.642.400;50.367.669.848.832.100;4.829.408.464.297.660;12.385.583.069.463.600
36.819.585.443.235.600;-7.689.257.132.649.980;5.048.215.959.544.620;3.336.680.838.796.210;9.991.753.039.622.270
42.768.414.530.783.000;-11.971.954.894.862.900;14.517.792.135.328.600;9.715.011.334.939.490;9.595.970.955.494.800
3.012.474.263.597.880;-7.029.462.949.280.320;6.286.067.165.919.400;0.6724040120323661;9.921.628.077.135.200
360.186.246.231.557;-701.678.655.398.766;5.022.380.593.305.140;0.15265879942295474;9.832.467.544.100.160
458.213.991.097.397;-7.753.779.801.876.270;5.000.042.690.875.290;0.7355166574080841;9.814.143.297.483.890
3.376.817.473.059.800;-8.027.838.242.444.450;5.000.001.598.438.010;7.793.304.650.833.440;408.303.418.147.363
3.921.104.776.976.600;-7.429.924.159.547.250;8.474.690.163.133.130;0.9048461271679215;930.535.754.950.274
45.171.124.939.921.300;-8.954.640.361.857.230;5.170.582.565.691.000;9.778.745.786.776.340;9.954.297.311.052.300
31.406.253.799.089.200;-7.800.262.979.720.590;5.382.803.913.121.600;1,26E+09;0.02401464993162364
377.431.845.001.531;-8.751.184.952.392.770;750.346.864.920.817;0.01318897589572307;9.960.501.595.940.320
3.217.057.494.748.410;-9.752.892.256.265.590;7.237.181.208.033.460;9.673.512.034.589.640;9.897.455.442.049.260
30.295.723.914.751.400;-11.711.005.438.656.100;500.000.083.232.722;0.4103160302917624;7.730.338.381.167.640
30.106.336.549.333.700;-11.910.840.743.352.300;16.079.174.237.804.200;974.709.984.960.177;8.024.841.044.702.120
30.382.982.820.825.300;-9.557.595.621.583.000;5.000.145.486.073.930;7.593.021.335.165.010;0.7259390863434984
4.704.800.189.022.390;-7.422.041.152.154;502.418.682.615.908;10.133.646.661.780.400;26.194.049.953.964.600
3.046.133.227.042.040;-8.998.596.736.566.890;5.021.868.630.158.150;6.243.607.642.954.090;8.145.680.620.446.180
43.467.544.720.640.700;-7.002.318.925.883.810;5.000.045.465.089.750;0.07257839461871528;9.294.339.139.266.300
4.789.265.693.760.620;-74.295.724.991.437;5.871.800.664.608.130;9.944.829.101.630.210;9.998.420.093.453.630
3.397.028.558.143.600;-11.689.632.577.300.800;5.000.023.642.905.860;6.564.403.223.236.390;974.157.905.490.501
43.215.607.289.602.900;-10.982.022.310.778.800;5.740.805.482.225.990;0.647475978367257;8.002.468.869.298.100
30.201.320.227.281.100;-7.381.434.715.073.840;6.501.268.177.516.760;0.009907469448353898;7.303.123.778.617.820
31.991.070.800.050.100;-8.180.914.459.719.810;85.667.996.327.816;8.509.298.222.529.220;988.747.822.459.657
3.061.430.603.606.040;-813.634.970.417.692;14.168.406.978.168.800;4.918.159.072.141.770;0.017693667934382123
4.932.742.949.634.930;-7.727.647.580.755.710;5.008.374.812.887.730;8.862.245.098.862.280;7.748.256.853.652.100
4.301.615.295.756.530;-11.879.322.856.492.100;5.000.027.945.524.890;2.716.238.659.049.260;9.131.080.410.766.300
30.020.543.850.174.700;-11.726.358.757.779.400;5.010.076.318.044.700;8.411.682.098.358.970;9.864.963.423.287.100
3.154.715.111.874.840;-10.259.565.682.785.400;5.402.382.193.615.160;0.5166760983385101;9.812.953.520.118.780
31.167.561.895.642.600;-11.141.626.165.056.400;5.000.004.180.199.190;7.549.594.678.439.800;9.970.753.101.863.370
40.888.610.970.578.000;-9.942.604.213.532.670;122.876.517.747.213;0.1105141516075138;999.997.143.772.686
38.023.093.430.501.700;-11.979.464.784.910.000;19.501.204.464.987.200;7.521.535.626.430.410;8.221.273.648.806.190
31.502.011.170.897.800;-10.851.213.153.554.000;529.453.398.584.494;5.541.038.119.223.600;540.952.011.084.725
30.182.032.232.003.600;-70.201.015.814.295;944.589.391.309.606;5.289.368.424.982.240;9.555.282.720.918.570
4.872.571.555.461.160;-7.609.423.416.544.080;525.883.764.312.056;9.704.258.680.207.150;8.253.493.675.157.850
30.037.502.468.508.700;-7.130.598.310.052.480;7.952.396.481.737.760;24.820.562.045.133.200;6.947.856.807.489.290
3.021.172.529.759.770;-9.866.847.407.115.540;7.055.690.335.665.120;1.550.104.303.132.900;11.155.117.346.195.900
3.543.133.782.221.700;-7.589.910.303.138.330;5.000.069.187.485.550;7.913.631.537.736.010;78.930.295.368.325.600
3.030.318.817.468.740;-8.922.879.313.543.180;5.061.629.659.556.690;6.899.399.655.416.220;23.937.565.637.640.400
4.030.441.560.527.860;-11.748.875.318.265.900;7.269.248.293.715.890;1.222.450.123.776.300;6.346.352.345.589.250
31.751.042.067.141.500;-7.224.064.354.413.930;52.418.340.956.783.900;9.772.103.508.416.400;9.999.989.450.241.810
32.382.549.321.131.300;-7.258.424.154.678.110;6.567.631.332.766.390;0.12479554104333511;0.48864596979372055
37.876.435.090.606.200;-10.508.750.632.137.300;8.141.574.187.530.150;9.091.121.792.052.270;17.361.598.997.744.300
4.036.076.251.736.640;-700.092.922.686.458;8.575.781.230.528.140;9.918.136.199.562.220;76.152.506.212.857.900
42.064.951.783.037.400;-11.471.778.587.623.200;18.136.547.301.059.100;9.749.006.042.979.600;9.999.992.260.127.300
30.601.301.389.643.800;-9.867.693.384.826.970;1.307.915.940.214.850;0.9477586037997344;8.229.156.615.034.610
3.402.839.985.230.640;-1.182.027.041.514.150;5.040.335.672.093.550;4.757.652.018.834.020;25.156.525.734.665.100
301.030.907.952.579;-7.048.386.999.927.110;5.001.873.665.207.380;0.5554255906369653;0.5046598438313911
4.318.061.229.687.980;-9.951.578.876.793.100;12.491.274.886.125.500;9.405.677.664.802.230;5.530.702.923.336.580
302.103.972.409.778;-7.003.609.268.543.570;8.465.250.908.893.710;5.197.096.677.625.170;4.494.817.895.530.640
3.926.376.334.732.790;-7.257.436.061.130.180;5.119.924.142.645.150;2.707.281.585.450.140;689.717.261.324.513
31.176.789.028.165.200;-10.182.786.303.378.200;5.208.089.467.511.890;39.187.709.291.636.700;84.481.316.396.749
30.959.498.447.030.500;-8.180.475.924.179.930;10.843.129.234.370.900;9.613.802.823.684.090;3.932.937.730.944.890
30.010.507.026.754.900;-8.229.200.004.784.200;13.877.340.743.707.000;6.407.972.043.281.530;0.8494400959719435
3.173.565.517.662.370;-9.472.405.773.291.890;5.000.072.982.953.870;0.01008002709056879;8.419.225.489.574.250
30.106.921.207.572.200;-7.043.720.858.015.420;16.341.091.538.697.600;6.406.942.564.728.670;988.861.705.866.949
30.526.362.418.958.700;-114.288.825.164.532;508.720.508.433.024;21.113.617.598.655.400;995.896.973.342.082
4.861.266.702.180.840;-11.486.523.807.503.100;5.002.245.056.557.530;10.811.121.450.133.700;6.954.852.743.882.340
308.297.109.196.301;-11.733.977.874.420.100;773.455.724.501.574;457.477.047.723.436;5.959.302.706.675.840
39.598.678.558.756.500;-11.988.134.744.733.600;889.708.705.194.673;9.980.165.672.021.910;9.961.328.071.221.550
40.525.491.709.624.500;-10.880.508.574.117.900;14.358.161.228.566.400;0.2796388595689182;8.459.539.114.201.180
33.148.578.676.177.200;-7.000.870.230.596.460;9.261.860.538.356.450;9.375.011.730.478.910;9.999.987.923.162.160
30.324.488.881.253.300;-890.015.192.933.111;5.000.372.879.434.530;875.285.994.625.176;8.584.117.058.245.650
4.087.955.480.987.960;-10.322.194.175.088.500;5.617.246.569.468.410;8.507.707.414.222.670;37.227.168.217.977.900
3.043.870.290.390.610;-7.395.313.406.023.330;5.401.647.939.324.360;0.6490727128571137;4.279.525.481.542.950
3.584.807.554.023.750;-804.899.072.735.426;14.791.736.378.918.000;0.8092896992849026;4.276.788.497.676.970
3.000.110.879.027.880;-10.036.658.237.738.300;500.000.559.501.961;992.017.448.885.051;9.999.994.110.116.630
48.123.707.806.815.300;-7.368.528.571.565.730;12.344.928.995.101.600;6.973.645.401.768.590;5.659.156.254.077.170
37.340.313.708.051.600;-11.367.677.784.809.800;8.679.859.655.785.970;5.791.785.692.463.420;9.671.370.960.444.420
33.264.530.025.855.100;-7.002.114.340.660.160;5.818.247.147.298.830;7.458.201.200.489.500;0.5807127274349745
467.475.081.373.306;-700.106.626.688.196;8.334.210.505.221.800;9.001.796.356.258.190;8.754.269.134.855.690
3.012.512.300.547.500;-9.902.439.635.876.350;152.423.365.559.544;6.940.230.445.925.750;0.057127848040952986
410.838.680.593.774;-7.914.495.631.999.070;6.812.755.130.717.160;4.372.214.555.230.980;5.319.698.452.060.100
30.086.398.626.887.200;-7.073.405.078.112.170;6.184.962.064.101.770;0.4115963436137266;800.699.939.450.629
4.999.554.384.412.690;-11.104.900.684.883.100;61.126.234.401.695.600;913.882.922.105.278;0.4065118944783888
3.459.229.411.671.560;-989.497.369.521.882;5.450.243.135.889.890;0.7141184511522901;0.5166350824818079
3.583.658.267.695.920;-9.255.886.428.963.130;18.940.093.287.163.900;9.964.502.372.750.890;9.999.966.860.095.200
4.273.568.086.071.240;-8.344.493.987.186.000;814.435.864.389.253;0.06565064158715873;993.157.397.870.899
31.645.702.209.867.200;-7.097.281.060.027.260;7.491.031.353.307.970;5.326.130.665.143.180;998.712.273.080.966
3.236.682.361.645.010;-8.541.033.664.131.970;7.244.141.738.441.050;548.312.079.698.308;1.769.261.029.513.290
3.855.548.193.254.150;-10.337.297.874.234.100;6.973.362.930.069.680;8.317.485.378.052.130;4.769.391.189.872.510
4.625.873.585.472.530;-7.053.017.622.420.210;5.266.166.804.059.290;9.363.296.242.265.920;6.462.534.068.562.530
3.710.883.611.588.590;-10.695.431.751.851.300;52.041.135.752.287.000;0.07678145188694081;6.881.496.095.753.570
30.000.777.361.154.900;-7.240.615.908.539.580;5.001.444.807.444.190;35.417.577.503.954.400;5.488.658.661.453.970
3.028.175.972.565.920;-7.507.892.725.566.200;5.001.214.448.197.460;0.9070587074534477;9.999.424.070.164.910
30.712.877.758.313.400;-7.105.180.176.978.970;11.672.132.224.796.600;29.351.762.635.831.500;8.938.342.144.609.540
30.042.694.558.873.300;-8.053.039.426.073.730;5.549.339.984.363.170;7.747.141.075.504.600;8.924.163.967.465.360
3.595.651.951.764.620;-11.808.428.322.758.800;5.235.800.913.932.500;7.150.856.695.868.830;9.914.752.453.408.950
3.003.757.580.350.180;-7.220.399.608.051.210;5.756.799.117.098.500;8.965.735.590.392.040;9.969.093.800.616.740
30.471.580.816.394.700;-7.000.005.978.816.720;5.026.130.832.246.170;1.119.956.336.785.830;6.448.600.604.025.370
3.463.556.512.479.500;-7.073.361.196.437.390;8.781.894.055.344.210;1.244.939.705.591.010;9.998.081.809.880.670
3.001.783.111.738.810;-8.234.150.969.703.580;1.417.441.145.087.590;9.592.620.453.723.260;4.584.968.702.956.260
49.145.670.161.938.400;-7.696.534.377.079.040;11.925.935.410.982.200;7.342.884.478.759.820;9.332.961.006.744.350
4.328.896.307.530.980;-9.714.585.351.757.190;5.215.387.125.924.840;49.930.672.493.336.100;15.109.372.561.609.400
3.876.442.839.771.090;-9.894.162.966.219.290;6.285.986.637.464.150;24.491.938.116.207.000;10.281.641.763.639.500
34.221.268.344.000.600;-9.620.040.356.313.200;5.013.799.746.542.420;9.844.735.159.723.130;8.868.427.775.859.070
3.279.657.218.352.490;-9.333.745.225.390.530;5.000.006.105.715.010;7.237.717.217.133.970;4.888.240.811.658.920
3.858.095.157.221.280;-10.921.767.829.651.200;11.072.005.798.616.900;663.797.688.072.537;0.08682584646525818
4.193.050.333.048.760;-10.380.722.222.071.600;18.130.565.432.293.800;561.550.545.628.016;9.645.923.997.819.110
30.045.251.377.852.500;-11.119.274.429.560.800;19.520.725.084.016.400;2.849.619.571.035.290;9.994.850.726.320.970
3.930.094.469.928.900;-7.822.615.845.562.700;1.655.060.353.522.810;0.4923401147359893;880.802.738.726.608
3.002.965.859.872.810;-7.084.285.909.714.960;5.177.784.085.491.630;7.039.666.781.939.650;0.12157162141136262
3.094.872.201.394.540;-7.087.164.259.611.140;17.797.453.239.171.400;0.0001995243188185721;0.6486988106173158
30.047.235.846.206.400;-7.577.049.880.010.540;51.423.248.236.841.400;0.8429509081990121;7.254.259.625.751.480
48.199.625.596.780.800;-10.730.696.314.739.200;5.000.094.661.043.460;9.603.100.606.422.430;32.195.481.715.469.500
4.579.950.843.075.060;-7.041.250.228.729.990;8.328.302.977.313.600;8.582.517.645.118.730;11.483.936.082.935.600
3.063.732.388.814.790;-8.041.956.949.939.200;19.947.217.583.798.700;988.684.660.258.402;9.688.148.337.923.940
4.490.624.978.193.590;-11.741.909.763.353.500;10.862.087.863.601.200;5.340.449.455.191.310;9.996.849.840.414.670
46.731.660.463.566.800;-1.085.370.105.509.500;8.465.462.238.475.170;13.550.667.418.518.800;9.685.333.529.837.680
31.057.704.520.929.000;-9.473.922.157.501.000;52.777.890.091.659.600;6.550.053.898.494.690;9.999.217.289.646.880
30.023.202.199.118.700;-7.699.839.077.569.370;50.078.876.316.075;7.179.739.839.607.590;31.174.741.084.426.500
4.786.062.131.025.220;-7.603.943.340.488.700;70.055.834.281.750.400;9.921.746.628.224.030;9.934.525.883.453.840
3.066.622.770.105.120;-10.416.274.212.703.100;5.942.363.076.109.470;0.00031533718774986265;0.6310633343470079
32.445.503.744.452.100;-8.663.115.019.567.680;5.004.314.197.781.160;32.715.169.465.987.700;593.376.603.125.158
4.566.666.481.703.200;-7.000.232.869.012.730;19.365.422.968.178.700;0.16144235236249094;5.057.452.711.618.940
3.293.769.970.112.780;-7.005.435.739.506.810;5.000.274.318.905.980;224.994.456.032.662;0.6394257374599354
4.412.145.375.759.720;-7.666.065.792.171.240;5.007.445.940.409.800;0.079673681697747;6.908.616.318.805.840
4.153.758.063.522.200;-7.215.130.700.524.260;15.672.301.572.026.500;356.438.652.773.227;999.531.044.955.177
39.489.113.739.837.800;-10.967.474.206.427.000;7.437.511.848.871.260;9.854.650.759.878.110;24.546.314.522.234.000
30.977.595.427.078.700;-7.017.532.360.155.130;8.136.528.110.516.900;6.550.125.327.641.260;999.970.159.440.762
486.188.383.681.268;-7.248.800.804.807.210;5.009.217.610.802.320;849.565.442.325.371;9.998.884.970.595.880
4.970.103.460.806.230;-11.450.733.234.856.700;7.235.793.475.861.390;9.951.462.146.381.380;678.946.875.169.115
3.188.353.745.600.320;-7.027.716.260.221.010;52.941.401.104.797.900;31.472.593.871.344.500;6.219.222.670.356.310
4.507.010.160.466.900;-11.998.566.981.041.300;5.002.709.821.402.830;9.806.551.092.068.940;12.471.311.364.132.200
3.019.395.259.272.100;-9.008.852.388.396.230;13.066.541.447.029.800;0.28466998458838394;0.32139619593590774
31.929.050.137.828.400;-9.356.772.227.136.530;1.210.158.471.889.640;2.530.865.693.626.820;9.671.391.660.084.630
30.001.065.011.292.000;-7.824.629.522.577.300;5.072.192.080.516.310;9.268.356.348.857.080;9.998.036.300.449.700
302.354.755.244.208;-7.475.060.298.030.770;13.137.644.076.256.600;7.904.496.070.170.900;982.678.640.108.957
31.903.056.272.148.100;-993.978.084.630.324;500.000.710.406.201;0.19087720212716364;901.996.643.680.153
4.945.362.067.216;-9.418.457.184.447.600;7.199.650.953.979.170;1.518.729.286.222.450;3.533.305.328.419.070
30.163.907.289.855.100;-7.010.038.209.487.660;5.000.211.985.519.860;981.874.987.019.368;0.1493319613710844
37.109.511.167.092.200;-11.609.219.186.300.200;5.027.272.541.714.500;25.953.970.176.765.100;921.650.873.121.479
3.029.460.815.293.290;-11.133.116.192.511.200;14.273.178.680.230.000;6.436.545.627.059.680;7.573.139.776.906.590
37.191.775.825.450.600;-10.068.227.441.346.800;8.458.228.596.588.970;9.999.999.384.130.360;8.095.613.793.349.730
4.938.889.985.137.720;-11.536.937.381.155.800;50.014.749.191.262.500;4.930.779.159.501.960;5.101.563.548.075.570
3.036.726.200.461.600;-11.842.438.130.031.400;7.135.167.520.472.280;10.110.173.259.796.800;9.994.546.229.209.920
30.091.213.351.891.500;-8.599.318.995.828.120;5.001.591.472.557.030;8.502.179.598.407.820;9.999.991.114.015.380
3.251.224.888.256.310;-1.148.170.352.564.720;9.100.684.960.123.500;0.18358215586018936;6.141.991.816.866.770
34.010.343.839.866.600;-10.615.799.752.129.700;5.003.434.190.990.760;9.276.995.269.240.950;9.994.263.937.728.220
453.637.814.471.456;-10.174.065.845.661.600;5.025.998.970.391.270;25.487.035.351.699.600;8.654.886.040.795.140
39.082.270.615.438.100;-10.079.855.011.303.400;5.000.087.688.615.750;892.284.986.978.001;8.991.583.697.407.560
4.712.464.014.850.560;-9.115.056.871.110.530;5.035.398.773.779.560;5.498.536.015.838.020;4.038.404.502.557.330
30.031.908.379.107.000;-7.002.265.477.797.900;5.000.682.005.460.830;0.17054369514165088;871.790.463.518.132
4.949.253.928.725.790;-8.061.059.112.015.900;17.500.799.533.210.600;9.362.475.519.784.800;9.592.553.632.302.590
35.818.342.406.020.100;-11.429.043.327.795.400;5.098.759.359.342.170;6.229.850.394.288.770;8.197.534.331.583.210
31.812.419.613.414.300;-8.696.480.091.529.280;5.028.311.831.607.230;0.236687265470371;4.329.731.298.966.280
34.341.930.129.518.800;-1.194.778.110.119.480;18.454.347.249.195.800;39.710.288.446.873.000;8.259.507.045.781.770
4.186.469.985.825.820;-7.061.057.791.241.490;5.940.532.756.237.460;0.5668275907500913;8.995.568.538.130.850
42.234.438.712.449.400;-7.889.523.402.765.970;50.546.009.509.412.000;2.538.859.215.922.670;9.979.835.650.408.830
30.806.672.765.002.300;-11.980.196.996.766.000;6.991.133.713.815.960;11.938.954.393.636.100;9.921.700.419.918.230
31.702.272.145.858.600;-11.063.297.441.246.200;6.399.478.665.434.350;6.312.697.347.774.350;9.944.193.218.564.500
46.159.251.538.531.300;-11.055.793.406.980.700;15.216.423.625.429.900;8.669.828.201.008.860;7.364.292.810.448.850
49.137.360.095.473.300;-7.000.038.451.553.760;7.091.673.194.743.330;4.966.032.034.343.870;7.618.092.555.130.080
30.786.645.724.449.400;-8.484.695.649.159.270;538.271.065.988.447;0.14388608614042872;9.969.199.625.683.780
3.185.891.800.992.050;-7.243.197.842.548.130;509.939.955.492.528;9.864.559.230.908.700;0.6128175872094358
4.989.506.992.205.710;-11.318.937.928.451.200;5.022.774.368.758.740;0.003068596903689437;0.41996693062011786
30.687.043.346.821.800;-9.534.094.262.273.480;864.436.222.219.465;37.235.543.861.906.400;8.354.445.833.396.590
49.911.633.270.856.800;-7.001.751.558.766.750;5.000.000.007.745.650;75.292.416.796.030.500;9.784.832.014.136.520
4.508.161.721.550.540;-7.117.306.173.541.980;9.002.451.806.586.740;18.025.206.983.670.500;8.337.283.784.265.620
